0.0	0.0
0.05	0.0010964912280701754
0.16666666666666666	0.0044742729306487695
0.09090909090909091	0.0011890606420927466
0.1	0.0022002200220022
0.04	0.0011668611435239206
0.18181818181818182	0.004576659038901602
0.045454545454545456	0.0011547344110854503
0.36363636363636365	0.009184845005740528
0.13636363636363635	0.0034762456546929316
0.0	0.0
0.0	0.0
1.0	0.041666666666666664
0.0	0.0
0.0	0.0
0.05	0.0011074197120708748
0.36363636363636365	0.004618937644341801
0.0	0.0
0.2727272727272727	0.003500583430571762
0.0	0.0
0.35	0.007838745800671893
1.0	0.0011363636363636363
0.0	0.0
0.0	0.0
0.2	0.0044994375703037125
0.05	0.0011210762331838565
